"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","GO Biological Processes","GO:0042254","ribosome biogenesis","222","5","0.988","0.6217","-0.686","0.908654398774878","0.0416012666623223","1","0.95487011220563","1","Rrp42,Rrp5,CG7544,CG10914,mtTFB2","FBgn0034065,FBgn0039182,FBgn0033994,FBgn0034307,FBgn0037778"
"","GO Biological Processes","GO:0008358","maternal determination of anterior/posterior axis, embryo","110","2","0.395","0.5019","-0.995","0.912179086388194","0.0399198890895146","1","0.957768885329897","1","rump,baz","FBgn0267790,FBgn0000163"
"","GO Molecular Function","GO:0005549","odorant binding","110","2","0.395","0.5019","-0.995","0.912179086388194","0.0399198890895146","1","0.957768885329897","1","Or67a,Or24a","FBgn0036009,FBgn0026394"
"","GO Cellular Component","GO:0005794","Golgi apparatus","396","10","1.976","0.6971","-0.521","0.913160998294394","0.0394526457880721","1","0.957995172360884","1","gry,GlcAT-S,Bruce,Rab39,VAChT,Fmr1,CLIP-190,p115,rgn,Pgant9","FBgn0286567,FBgn0032135,FBgn0266717,FBgn0029959,FBgn0270928,FBgn0028734,FBgn0020503,FBgn0040087,FBgn0261258,FBgn0050463"
"","GO Biological Processes","GO:0007297","follicle cell of egg chamber migration","151","3","0.593","0.5484","-0.867","0.914892214976772","0.0386300678987107","1","0.959408782484031","1","cindr,Egfr,baz","FBgn0027598,FBgn0003731,FBgn0000163"
"","GO Biological Processes","GO:0042440","pigment metabolic process","112","2","0.395","0.4929","-1.021","0.91726997487402","0.0375028220815726","1","0.961128567377225","1","Pu,Spn77Ba","FBgn0003162,FBgn0262057"
"","GO Molecular Function","GO:0016791","phosphatase activity","190","4","0.791","0.5812","-0.783","0.917301104704823","0.0374880834716684","1","0.961128567377225","1","Tps1,Pdp,sp3,PpN58A","FBgn0027560,FBgn0029958,FBgn0038890,FBgn0025573"
"","GO Biological Processes","GO:0044770","cell cycle phase transition","154","3","0.593","0.5378","-0.895","0.921330362597014","0.0355846163537576","1","0.963237782308071","1","p115,gpp,Egfr","FBgn0040087,FBgn0264495,FBgn0003731"
"","GO Cellular Component","GO:0015630","microtubule cytoskeleton","402","10","1.976","0.6867","-0.542","0.921607027921994","0.0354542220978339","1","0.963237782308071","1","CLIP-190,Sas-4,CG17122,Dhc1,Girdin,sle,Klp67A,alphaTub67C,Atat,Kat60","FBgn0020503,FBgn0011020,FBgn0036962,FBgn0287844,FBgn0283724,FBgn0037810,FBgn0004379,FBgn0087040,FBgn0035989,FBgn0040208"
"","GO Biological Processes","GO:0006886","intracellular protein transport","265","6","1.186","0.625","-0.678","0.921999484568394","0.0352693217328835","1","0.963237782308071","1","Tim10,p115,Impbeta11,alphaSnap,Karybeta3,CG33722","FBgn0027360,FBgn0040087,FBgn0284254,FBgn0250791,FBgn0087013,FBgn0064126"
"","GO Biological Processes","GO:0030111","regulation of Wnt signaling pathway","114","2","0.395","0.4843","-1.046","0.922082814499022","0.035230072151569","1","0.963237782308071","1","hyx,hyd","FBgn0037657,FBgn0002431"
"","GO Biological Processes","GO:0006325","chromatin organization","469","12","2.372","0.7063","-0.502","0.922396500338209","0.0350823534656207","1","0.963237782308071","1","HP1e,mute,jumu,HmgD,AGO3,gpp,Fmr1,E(bx),Panx,Rm62,Art2,phol","FBgn0037675,FBgn0085444,FBgn0015396,FBgn0004362,FBgn0250816,FBgn0264495,FBgn0028734,FBgn0000541,FBgn0034617,FBgn0003261,FBgn0031592,FBgn0035997"
"","GO Biological Processes","GO:0009953","dorsal/ventral pattern formation","155","3","0.593","0.5343","-0.904","0.923375607716732","0.0346216021413251","1","0.963857628096797","1","Fmr1,Egfr,ndl","FBgn0028734,FBgn0003731,FBgn0002926"
"","GO Biological Processes","GO:0006260","DNA replication","115","2","0.395","0.4801","-1.059","0.924389267783411","0.0341451053494624","1","0.964276478777029","1","CG11788,Psf2","FBgn0034495,FBgn0261976"
"","GO Molecular Function","GO:0005506","iron ion binding","157","3","0.593","0.5275","-0.923","0.92732094206812","0.0327699322563674","1","0.965987303562115","1","NO66,ple,CG18749","FBgn0266570,FBgn0005626,FBgn0042182"
"","GO Molecular Function","GO:0060090","molecular adaptor activity","763","21","4.15","0.7598","-0.396","0.92734781141963","0.0327573486496482","1","0.965987303562115","1","BNIP3,Traf4,Snap24,MED31,twz,Fmr1,CG32564,MED16,Mis12,alphaSnap,Snap25,MED6,CG16779,Sas-4,CG34386,MED1,by,Panx,sn,mute,E(bx)","FBgn0037007,FBgn0026319,FBgn0266720,FBgn0037262,FBgn0034636,FBgn0028734,FBgn0052564,FBgn0034707,FBgn0035725,FBgn0250791,FBgn0011288,FBgn0024330,FBgn0037698,FBgn0011020,FBgn0085415,FBgn0037109,FBgn0000244,FBgn0034617,FBgn0003447,FBgn0085444,FBgn0000541"
"","GO Biological Processes","GO:0006399","tRNA metabolic process","159","3","0.593","0.5208","-0.941","0.931079279181388","0.031013338304235","1","0.969470303187618","1","CG9386,Rrp42,CG3434","FBgn0037708,FBgn0034065,FBgn0036000"
